id_venta,fecha,cliente,producto,cantidad,importe,medio_pago
V-3383,2026-03-21,Libreria Central,Hosting mensual,1,12196.20,transferencia
V-3384,2026-03-22,Taller Mecanico Lopez,Cable HDMI,15,50310.34,transferencia
V-3385,2026-03-22,Diego Torres,Hosting mensual,1,11239.39,tarjeta
V-3386,2026-03-22,Agropecuaria Campo Verde,Mouse inalambrico,8,81803.21,tarjeta
V-3387,2026-03-22,Kiosco El Sol,Harina x25kg,4,11791.72,transferencia
V-3388,2026-03-22,Comercial Andrade,Mouse inalambrico,9,96735.42,transferencia
V-3389,2026-03-22,Transportes Rios,Hosting mensual,1,13026.73,mercadopago
V-3390,2026-03-22,Clinica Belgrano,Cartucho tinta,5,32572.27,transferencia
V-3391,2026-03-22,Diego Torres,Notebook Lenovo,2,1271771.96,tarjeta
V-3392,2026-03-22,Bar La Esquina,Silla ergonomica,4,371403.24,transferencia
V-3393,2026-03-22,Marta Gomez,Toner HP,3,25564.20,transferencia
V-3394,2026-03-22,Carniceria El Toro,Resma A4,22,20070.10,transferencia
V-3395,2026-03-22,Almacen La Paz,Hosting mensual,1,13021.79,transferencia
V-3396,2026-03-22,Comercial Andrade,Carpeta A4,47,57150.88,transferencia
V-3397,2026-03-22,Taller Mecanico Lopez,Licencia software anual,3,344461.54,transferencia
V-3398,2026-03-23,Consultora Delta,Licencia software anual,5,608474.05,mercadopago
V-3399,2026-03-23,Valentina Diaz,Armazon,2,28840.56,tarjeta
V-3400,2026-03-23,Pedro Sanchez,Disco SSD 1TB,2,140155.27,transferencia
V-3401,2026-03-23,Ferreteria Nuñez,Licencia software anual,1,130907.36,tarjeta
V-3402,2026-03-23,Bar La Esquina,Licencia software anual,3,382287.62,transferencia
V-3403,2026-03-23,Transportes Rios,Pendrive 64GB,14,112359.17,tarjeta
V-3404,2026-03-23,Consultora Delta,Carpeta A4,16,20803.68,transferencia
V-3405,2026-03-23,Mueblerias Hogar,Cafe en grano,12,23080.77,efectivo
V-3406,2026-03-23,Supermercado Don Pepe,Pendrive 64GB,13,109310.25,transferencia
V-3407,2026-03-23,Sofia Ramirez,Resma A4,31,31993.86,transferencia
V-3408,2026-03-23,Pedro Sanchez,Carpeta A4,29,37240.08,transferencia
V-3409,2026-03-23,Diego Torres,Disco SSD 1TB,3,211730.79,tarjeta
V-3410,2026-03-23,Garcia SA,Carpeta A4,38,44161.67,tarjeta
V-3411,2026-03-23,Martin Castro,Licencia software anual,4,512469.02,transferencia
V-3412,2026-03-24,Pedro Sanchez,Golosinas surtidas,29,4437.83,transferencia
V-3413,2026-03-24,Gimnasio Fuerza,Mouse inalambrico,4,36988.56,tarjeta
V-3414,2026-03-24,Supermercado Don Pepe,Cafe en grano,13,24911.53,tarjeta
V-3415,2026-03-24,Agropecuaria Campo Verde,Carpeta A4,35,45869.50,transferencia
V-3416,2026-03-24,Garcia SA,Bolsas x100,9,9805.45,tarjeta
V-3417,2026-03-24,Diego Torres,Armazon,3,45393.03,tarjeta
V-3418,2026-03-24,Farmacia San Martin,Monitor 24'',4,660882.37,transferencia
V-3419,2026-03-24,Farmacia San Martin,Aceite x12,6,37015.33,tarjeta
V-3420,2026-03-24,Inmobiliaria Sol,Tornillos x100,19,3255.02,tarjeta
V-3421,2026-03-24,Pedro Sanchez,Hosting mensual,1,12830.17,tarjeta
V-3422,2026-03-24,Optica Vision,Disco SSD 1TB,2,137699.18,transferencia
V-3423,2026-03-24,Ferreteria Nuñez,Bolsas x100,40,40040.57,tarjeta
V-3424,2026-03-24,Panaderia Ortiz,Aceite x12,8,42399.15,efectivo
V-3425,2026-03-25,Lucia Fernandez,Aceite x12,3,16173.48,transferencia
V-3426,2026-03-25,Cafe Colonial,Resma A4,19,20208.75,transferencia
V-3427,2026-03-25,Escuela Sarmiento,Agua mineral x6,16,27580.28,mercadopago
V-3428,2026-03-25,Carlos Rodriguez,Carpeta A4,15,17050.48,tarjeta
V-3429,2026-03-25,Consultora Delta,Resma A4,9,9396.19,efectivo
V-3430,2026-03-25,Transportes Rios,Tornillos x100,39,5770.92,tarjeta
V-3431,2026-03-25,Libreria Central,Armazon,2,28846.86,transferencia
V-3432,2026-03-25,Consultora Delta,Servicio de consultoria,1,19815.01,tarjeta
V-3433,2026-03-25,Optica Vision,Servicio de consultoria,1,18107.08,transferencia
V-3434,2026-03-25,Martin Castro,Golosinas surtidas,36,5121.28,efectivo
V-3435,2026-03-25,Transportes Rios,Servicio de mantenimiento,1,31759.39,transferencia
V-3436,2026-03-25,Martin Castro,Toner HP,6,46152.65,efectivo
V-3437,2026-03-25,Restaurante El Puerto,Resma A4,29,26619.36,tarjeta
V-3438,2026-03-26,Constructora Norte,Hosting mensual,1,12426.06,tarjeta
V-3439,2026-03-26,Transportes Rios,Cable HDMI,7,26405.08,mercadopago
V-3440,2026-03-26,Agropecuaria Campo Verde,Lapiceras x12,13,32987.04,efectivo
V-3441,2026-03-26,Inmobiliaria Sol,Cable HDMI,7,25732.99,mercadopago
V-3442,2026-03-26,Distribuidora Sur,Tornillos x100,37,6343.79,efectivo
V-3443,2026-03-26,Hotel Plaza,Servicio mensual,1,45898.18,efectivo
V-3444,2026-03-26,Pedro Sanchez,Toner HP,5,43773.74,tarjeta
V-3445,2026-03-26,Carlos Rodriguez,Armazon,1,14925.09,efectivo
V-3446,2026-03-26,Panaderia Ortiz,Servicio mensual,1,47475.65,tarjeta
V-3447,2026-03-26,Lucia Fernandez,Servicio de mantenimiento,1,32954.06,tarjeta
V-3448,2026-03-26,Sofia Ramirez,Golosinas surtidas,22,3564.33,transferencia
V-3449,2026-03-26,Hotel Plaza,Mouse inalambrico,8,81738.12,mercadopago
V-3450,2026-03-26,Marta Gomez,Monitor 24'',2,353937.60,transferencia
V-3451,2026-03-26,Marta Gomez,Golosinas surtidas,32,4603.60,tarjeta
V-3452,2026-03-26,Almacen La Paz,Auriculares,7,165921.03,transferencia
V-3453,2026-03-26,Valentina Diaz,Cuaderno,27,12930.26,tarjeta
V-3454,2026-03-26,Veterinaria Patitas,Auriculares,8,160785.00,transferencia
V-3455,2026-03-26,Estudio Contable RyR,Auriculares,3,59545.94,transferencia
V-3456,2026-03-27,Garcia SA,Bolsas x100,40,41972.56,tarjeta
V-3457,2026-03-27,Sofia Ramirez,Agua mineral x6,38,66638.92,tarjeta
V-3458,2026-03-27,Imprenta Rapida,Hosting mensual,1,11632.62,transferencia
V-3459,2026-03-27,Sofia Ramirez,Notebook Lenovo,3,1891851.07,efectivo
V-3460,2026-03-27,Valentina Diaz,Teclado mecanico,5,172373.93,efectivo
V-3461,2026-03-27,Panaderia Ortiz,Servicio de mantenimiento,1,35191.32,mercadopago
V-3462,2026-03-27,Sofia Ramirez,Mouse inalambrico,6,60688.85,efectivo
V-3463,2026-03-27,Carlos Rodriguez,Agua mineral x6,22,36780.10,transferencia
V-3464,2026-03-27,Juan Perez,Mouse inalambrico,5,47965.11,transferencia
V-3465,2026-03-27,Agropecuaria Campo Verde,Servicio de consultoria,1,17369.63,transferencia
V-3466,2026-03-28,Agropecuaria Campo Verde,Hosting mensual,1,11824.59,transferencia
V-3467,2026-03-28,Kiosco El Sol,Auriculares,4,79209.98,transferencia
V-3468,2026-03-28,Kiosco El Sol,Notebook Lenovo,2,1296355.01,transferencia
V-3469,2026-03-28,Diego Torres,Auriculares,3,71607.65,transferencia
V-3470,2026-03-28,Veterinaria Patitas,Detergente 5L,16,71389.11,tarjeta
V-3471,2026-03-28,Farmacia San Martin,Armazon,4,67650.29,tarjeta
V-3472,2026-03-28,Imprenta Rapida,Cartucho tinta,6,40025.89,tarjeta
V-3473,2026-03-28,Consultora Delta,Detergente 5L,20,84336.81,efectivo
V-3474,2026-03-28,Garcia SA,Disco SSD 1TB,2,141785.97,tarjeta
V-3475,2026-03-28,Lucia Fernandez,Aceite x12,6,37209.19,tarjeta
V-3476,2026-03-28,Mueblerias Hogar,Cable HDMI,7,22301.30,transferencia
V-3477,2026-03-29,Panaderia Ortiz,Pendrive 64GB,9,70479.40,tarjeta
V-3478,2026-03-29,Taller Mecanico Lopez,Pendrive 64GB,8,73178.15,tarjeta
V-3479,2026-03-29,Peluqueria Glamour,Golosinas surtidas,32,4989.49,tarjeta
V-3480,2026-03-29,Veterinaria Patitas,Cable HDMI,7,24104.53,transferencia
V-3481,2026-03-29,Kiosco El Sol,Cafe en grano,4,8196.89,efectivo
V-3482,2026-03-29,Almacen La Paz,Auriculares,1,21716.74,transferencia
V-3483,2026-03-29,Hotel Plaza,Silla ergonomica,1,91841.93,transferencia
V-3484,2026-03-29,Diego Torres,Cafe en grano,9,19364.78,mercadopago
V-3485,2026-03-29,Almacen La Paz,Mouse inalambrico,10,92394.96,efectivo
V-3486,2026-03-29,Optica Vision,Cuaderno,20,9199.03,transferencia
V-3487,2026-03-29,Ferreteria Nuñez,Licencia software anual,3,366728.11,transferencia
V-3488,2026-03-29,Almacen La Paz,Resma A4,5,4603.55,tarjeta
V-3489,2026-03-29,Comercial Andrade,Resma A4,14,15223.37,tarjeta
V-3490,2026-03-29,Hotel Plaza,Notebook Lenovo,1,594136.46,efectivo
V-3491,2026-03-29,Ferreteria Nuñez,Auriculares,6,136383.94,transferencia
V-3492,2026-03-30,Juan Perez,Carpeta A4,24,27821.62,cheque
V-3493,2026-03-30,Carlos Rodriguez,Resma A4,7,7088.51,efectivo
V-3494,2026-03-30,Diego Torres,Carpeta A4,30,38334.17,transferencia
V-3495,2026-03-30,Inmobiliaria Sol,Servicio de mantenimiento,1,32738.78,transferencia
V-3496,2026-03-30,Transportes Rios,Licencia software anual,3,333980.35,tarjeta
V-3497,2026-03-30,Peluqueria Glamour,Aceite x12,3,17590.65,transferencia
V-3498,2026-03-30,Juan Perez,Licencia software anual,2,249073.54,tarjeta
V-3499,2026-03-30,Escuela Sarmiento,Harina x25kg,12,34691.28,efectivo
V-3500,2026-03-30,Constructora Norte,Armazon,3,44580.98,tarjeta
V-3501,2026-03-30,Lucia Fernandez,Auriculares,4,93178.93,efectivo
V-3502,2026-03-30,Panaderia Ortiz,Servicio mensual,1,44651.58,transferencia
V-3503,2026-03-30,Panaderia Ortiz,Notebook Lenovo,3,1999552.69,transferencia
V-3504,2026-03-31,Kiosco El Sol,Monitor 24'',2,334751.53,transferencia
V-3505,2026-03-31,Escuela Sarmiento,Harina x25kg,7,22044.03,tarjeta
V-3506,2026-03-31,Valentina Diaz,Toner HP,6,50235.58,efectivo
V-3507,2026-03-31,Juan Perez,Cuaderno,18,8740.86,tarjeta
V-3508,2026-03-31,Marta Gomez,Mouse inalambrico,4,37985.47,transferencia
V-3509,2026-03-31,Diego Torres,Pendrive 64GB,9,74810.25,tarjeta
V-3510,2026-03-31,Imprenta Rapida,Mouse inalambrico,6,58207.44,efectivo
V-3511,2026-03-31,Agropecuaria Campo Verde,Bolsas x100,32,36315.17,efectivo
V-3512,2026-03-31,Optica Vision,Tornillos x100,5,859.07,mercadopago
V-3513,2026-03-31,Veterinaria Patitas,Teclado mecanico,1,37900.40,transferencia
V-3514,2026-03-31,Martin Castro,Carpeta A4,13,14788.87,tarjeta
V-3515,2026-03-31,Clinica Belgrano,Aceite x12,4,23806.78,transferencia
V-3516,2026-03-31,Cafe Colonial,Servicio de consultoria,1,19282.05,tarjeta
V-3517,2026-03-31,Peluqueria Glamour,Servicio de consultoria,1,18436.35,transferencia
V-3518,2026-04-01,Peluqueria Glamour,Golosinas surtidas,62,9635.46,transferencia
V-3519,2026-04-01,Cafe Colonial,Mouse inalambrico,9,96907.65,mercadopago
V-3520,2026-04-01,Juan Perez,Servicio mensual,1,47427.41,tarjeta
V-3521,2026-04-01,Carniceria El Toro,Cable HDMI,10,35329.86,cheque
V-3522,2026-04-01,Garcia SA,Monitor 24'',1,172241.48,tarjeta
V-3523,2026-04-02,Clinica Belgrano,Agua mineral x6,9,16117.44,mercadopago
V-3524,2026-04-02,Mueblerias Hogar,Auriculares,4,95446.38,transferencia
V-3525,2026-04-02,Juan Perez,Aceite x12,5,30731.63,efectivo
V-3526,2026-04-02,Farmacia San Martin,Detergente 5L,20,79869.58,transferencia
V-3527,2026-04-02,Sofia Ramirez,Cafe en grano,2,3777.44,transferencia
V-3528,2026-04-02,Kiosco El Sol,Servicio de consultoria,1,16826.73,efectivo
V-3529,2026-04-02,Carniceria El Toro,Aceite x12,9,54526.00,mercadopago
V-3530,2026-04-02,Marta Gomez,Servicio de consultoria,1,19494.93,tarjeta
V-3531,2026-04-02,Valentina Diaz,Servicio de mantenimiento,1,32218.18,transferencia
V-3532,2026-04-02,Pedro Sanchez,Toner HP,2,17579.04,tarjeta
V-3533,2026-04-02,Carlos Rodriguez,Harina x25kg,4,12511.76,transferencia
V-3534,2026-04-02,Taller Mecanico Lopez,Teclado mecanico,1,36698.69,mercadopago
V-3535,2026-04-02,Farmacia San Martin,Servicio de consultoria,1,17130.55,transferencia
V-3536,2026-04-02,Almacen La Paz,Cuaderno,21,9290.44,transferencia
V-3537,2026-04-02,Restaurante El Puerto,Tornillos x100,28,4119.45,transferencia
V-3538,2026-04-02,Panaderia Ortiz,Cartucho tinta,2,11898.19,mercadopago
V-3539,2026-04-02,Kiosco El Sol,Pendrive 64GB,1,9271.10,efectivo
V-3540,2026-04-02,Bar La Esquina,Hosting mensual,1,13116.34,efectivo
V-3541,2026-04-03,Carniceria El Toro,Harina x25kg,3,9300.86,tarjeta
V-3542,2026-04-03,Consultora Delta,Toner HP,4,33488.63,efectivo
V-3543,2026-04-03,Pedro Sanchez,Armazon,1,15045.04,efectivo
V-3544,2026-04-03,Cafe Colonial,Cartucho tinta,5,33964.55,efectivo
V-3545,2026-04-03,Optica Vision,Hosting mensual,1,13181.10,transferencia
V-3546,2026-04-03,Carniceria El Toro,Tornillos x100,38,6463.31,transferencia
V-3547,2026-04-03,Pedro Sanchez,Auriculares,6,119586.43,efectivo
V-3548,2026-04-03,Constructora Norte,Teclado mecanico,1,40335.29,transferencia
V-3549,2026-04-03,Kiosco El Sol,Servicio mensual,1,47461.17,cheque
V-3550,2026-04-03,Diego Torres,Cable HDMI,4,14936.63,tarjeta
V-3551,2026-04-03,Hotel Plaza,Monitor 24'',4,694398.82,transferencia
V-3552,2026-04-03,Comercial Andrade,Notebook Lenovo,1,614160.77,tarjeta
V-3553,2026-04-03,Clinica Belgrano,Servicio de consultoria,1,19050.25,efectivo
V-3554,2026-04-03,Ferreteria Nuñez,Servicio de consultoria,1,19839.43,transferencia
V-3555,2026-04-03,Bar La Esquina,Toner HP,5,40666.16,tarjeta
V-3556,2026-04-04,Valentina Diaz,Silla ergonomica,4,384072.47,efectivo
V-3557,2026-04-04,Juan Perez,Harina x25kg,3,9532.40,efectivo
V-3558,2026-04-04,Carniceria El Toro,Agua mineral x6,25,42714.34,efectivo
V-3559,2026-04-04,Marta Gomez,Cuaderno,7,3375.95,mercadopago
V-3560,2026-04-04,Pedro Sanchez,Detergente 5L,6,26187.37,cheque
V-3561,2026-04-04,Kiosco El Sol,Aceite x12,6,36592.20,cheque
V-3562,2026-04-04,Lucia Fernandez,Armazon,1,15494.69,tarjeta
V-3563,2026-04-04,Ferreteria Nuñez,Servicio de consultoria,1,17862.69,efectivo
V-3564,2026-04-04,Estudio Contable RyR,Auriculares,2,42790.28,cheque
V-3565,2026-04-04,Bar La Esquina,Disco SSD 1TB,3,216824.03,transferencia
V-3566,2026-04-04,Consultora Delta,Servicio mensual,1,42583.67,transferencia
V-3567,2026-04-04,Ferreteria Nuñez,Disco SSD 1TB,5,394113.05,efectivo
V-3568,2026-04-04,Lucia Fernandez,Cartucho tinta,5,35141.08,transferencia
V-3569,2026-04-04,Clinica Belgrano,Mouse inalambrico,1,9431.31,transferencia
V-3570,2026-04-05,Distribuidora Sur,Harina x25kg,6,19496.87,transferencia
V-3571,2026-04-05,Escuela Sarmiento,Servicio de mantenimiento,1,29483.70,transferencia
V-3572,2026-04-05,Estudio Contable RyR,Hosting mensual,1,11774.37,transferencia
V-3573,2026-04-05,Optica Vision,Servicio de mantenimiento,1,29324.86,transferencia
V-3574,2026-04-05,Garcia SA,Auriculares,2,45151.38,tarjeta
V-3575,2026-04-05,Peluqueria Glamour,Cable HDMI,12,38863.96,transferencia
V-3576,2026-04-05,Consultora Delta,Teclado mecanico,1,39378.73,tarjeta
V-3577,2026-04-05,Diego Torres,Cable HDMI,13,48610.75,tarjeta
V-3578,2026-04-05,Pedro Sanchez,Notebook Lenovo,2,1168329.86,transferencia
V-3579,2026-04-05,Constructora Norte,Lapiceras x12,11,25577.73,cheque
V-3580,2026-04-05,Taller Mecanico Lopez,Teclado mecanico,5,181931.18,tarjeta
V-3581,2026-04-05,Farmacia San Martin,Carpeta A4,12,14995.88,tarjeta
V-3582,2026-04-06,Constructora Norte,Silla ergonomica,1,104078.50,tarjeta
V-3583,2026-04-06,Agropecuaria Campo Verde,Cable HDMI,5,18169.55,transferencia
V-3584,2026-04-06,Taller Mecanico Lopez,Agua mineral x6,42,69854.06,transferencia
V-3585,2026-04-06,Juan Perez,Notebook Lenovo,1,681769.98,efectivo
V-3586,2026-04-06,Ana Martinez,Detergente 5L,14,54483.63,transferencia
V-3587,2026-04-06,Ana Martinez,Toner HP,5,36472.82,efectivo
V-3588,2026-04-06,Estudio Contable RyR,Capacitacion,3,162495.36,transferencia
V-3589,2026-04-06,Bar La Esquina,Monitor 24'',2,334583.10,efectivo
V-3590,2026-04-06,Inmobiliaria Sol,Harina x25kg,8,24198.47,efectivo
V-3591,2026-04-06,Panaderia Ortiz,Monitor 24'',2,385758.45,transferencia
V-3592,2026-04-06,Taller Mecanico Lopez,Armazon,2,33293.70,tarjeta
V-3593,2026-04-07,Comercial Andrade,Aceite x12,7,36300.49,tarjeta
V-3594,2026-04-07,Marta Gomez,Tornillos x100,8,1352.04,efectivo
V-3595,2026-04-07,Bar La Esquina,Lapiceras x12,11,24836.27,mercadopago
V-3596,2026-04-07,Almacen La Paz,Golosinas surtidas,56,8029.27,efectivo
V-3597,2026-04-07,Transportes Rios,Silla ergonomica,5,433703.03,transferencia
V-3598,2026-04-07,Consultora Delta,Agua mineral x6,19,33853.51,efectivo
V-3599,2026-04-07,Supermercado Don Pepe,Mouse inalambrico,5,45672.49,tarjeta
V-3600,2026-04-07,Diego Torres,Golosinas surtidas,22,3485.47,tarjeta
V-3601,2026-04-07,Hotel Plaza,Cartucho tinta,3,17978.32,tarjeta
V-3602,2026-04-07,Inmobiliaria Sol,Bolsas x100,11,11547.79,efectivo
V-3603,2026-04-07,Agropecuaria Campo Verde,Cable HDMI,7,22149.47,mercadopago
V-3604,2026-04-07,Farmacia San Martin,Toner HP,2,17492.03,efectivo
V-3605,2026-04-07,Cafe Colonial,Disco SSD 1TB,6,488823.45,tarjeta
V-3606,2026-04-07,Inmobiliaria Sol,Auriculares,3,67683.26,transferencia
V-3607,2026-04-07,Valentina Diaz,Servicio de consultoria,1,19493.42,tarjeta
V-3608,2026-04-07,Libreria Central,Harina x25kg,2,6176.46,transferencia
V-3609,2026-04-07,Consultora Delta,Cuaderno,32,13683.36,tarjeta
V-3610,2026-04-07,Martin Castro,Agua mineral x6,30,55834.23,tarjeta
V-3611,2026-04-08,Cafe Colonial,Armazon,1,15127.76,transferencia
V-3612,2026-04-08,Veterinaria Patitas,Cafe en grano,7,12728.25,tarjeta
V-3613,2026-04-08,Diego Torres,Disco SSD 1TB,2,150974.58,transferencia
V-3614,2026-04-08,Estudio Contable RyR,Cartucho tinta,1,6746.65,tarjeta
V-3615,2026-04-08,Juan Perez,Golosinas surtidas,49,7218.78,transferencia
V-3616,2026-04-08,Kiosco El Sol,Teclado mecanico,5,208846.33,transferencia
V-3617,2026-04-08,Supermercado Don Pepe,Cartucho tinta,8,54271.68,efectivo
V-3618,2026-04-08,Farmacia San Martin,Servicio mensual,1,41371.71,transferencia
V-3619,2026-04-08,Consultora Delta,Servicio de mantenimiento,1,29569.78,tarjeta
V-3620,2026-04-08,Ferreteria Nuñez,Carpeta A4,33,42713.37,transferencia
V-3621,2026-04-08,Farmacia San Martin,Cafe en grano,11,20322.63,efectivo
V-3622,2026-04-08,Consultora Delta,Cartucho tinta,4,23629.69,tarjeta
V-3623,2026-04-08,Diego Torres,Detergente 5L,2,9116.06,efectivo
V-3624,2026-04-09,Estudio Contable RyR,Servicio mensual,1,48487.21,transferencia
V-3625,2026-04-09,Consultora Delta,Servicio de mantenimiento,1,34718.79,transferencia
V-3626,2026-04-09,Sofia Ramirez,Bolsas x100,27,32281.85,tarjeta
V-3627,2026-04-09,Agropecuaria Campo Verde,Tornillos x100,6,1005.87,transferencia
V-3628,2026-04-09,Optica Vision,Aceite x12,4,21304.63,transferencia
V-3629,2026-04-09,Ana Martinez,Notebook Lenovo,3,1740733.66,transferencia
V-3630,2026-04-09,Sofia Ramirez,Cuaderno,34,13957.50,transferencia
V-3631,2026-04-09,Ana Martinez,Golosinas surtidas,24,3324.87,tarjeta
V-3632,2026-04-09,Almacen La Paz,Disco SSD 1TB,3,240063.59,transferencia
V-3633,2026-04-09,Comercial Andrade,Resma A4,15,14771.98,transferencia
V-3634,2026-04-09,Clinica Belgrano,Notebook Lenovo,3,1739135.62,transferencia
V-3635,2026-04-09,Panaderia Ortiz,Disco SSD 1TB,2,141353.56,tarjeta
V-3636,2026-04-09,Optica Vision,Teclado mecanico,2,79035.25,transferencia
V-3637,2026-04-09,Inmobiliaria Sol,Lapiceras x12,24,58233.57,mercadopago
V-3638,2026-04-10,Optica Vision,Auriculares,6,142200.65,efectivo
V-3639,2026-04-10,Ana Martinez,Licencia software anual,5,619261.99,mercadopago
V-3640,2026-04-10,Sofia Ramirez,Teclado mecanico,2,77686.42,transferencia
V-3641,2026-04-10,Garcia SA,Aceite x12,10,53741.28,transferencia
V-3642,2026-04-10,Transportes Rios,Cuaderno,29,13761.38,mercadopago
V-3643,2026-04-10,Distribuidora Sur,Pendrive 64GB,19,149075.72,mercadopago
V-3644,2026-04-10,Bar La Esquina,Cafe en grano,13,27041.40,tarjeta
V-3645,2026-04-10,Distribuidora Sur,Mouse inalambrico,10,102164.00,transferencia
V-3646,2026-04-10,Distribuidora Sur,Tornillos x100,39,6709.00,transferencia
V-3647,2026-04-10,Carniceria El Toro,Notebook Lenovo,3,1993288.77,mercadopago
V-3648,2026-04-10,Veterinaria Patitas,Cafe en grano,10,20209.11,tarjeta
V-3649,2026-04-10,Valentina Diaz,Resma A4,21,19796.82,transferencia
V-3650,2026-04-10,Ana Martinez,Tornillos x100,7,1103.81,transferencia
V-3651,2026-04-10,Ferreteria Nuñez,Hosting mensual,1,12477.06,tarjeta
V-3652,2026-04-10,Carniceria El Toro,Licencia software anual,4,438857.78,transferencia
V-3653,2026-04-10,Consultora Delta,Disco SSD 1TB,3,223240.46,cheque
V-3654,2026-04-10,Comercial Andrade,Harina x25kg,2,5621.05,efectivo
V-3655,2026-04-10,Garcia SA,Disco SSD 1TB,6,467179.52,transferencia
V-3656,2026-04-10,Ferreteria Nuñez,Tornillos x100,45,7323.61,efectivo
V-3657,2026-04-11,Carniceria El Toro,Silla ergonomica,1,93840.60,tarjeta
V-3658,2026-04-11,Martin Castro,Notebook Lenovo,3,1952431.49,transferencia
V-3659,2026-04-11,Bar La Esquina,Golosinas surtidas,65,9385.05,efectivo
V-3660,2026-04-11,Restaurante El Puerto,Lapiceras x12,22,50580.94,transferencia
V-3661,2026-04-11,Martin Castro,Resma A4,39,41025.18,efectivo
V-3662,2026-04-11,Inmobiliaria Sol,Cartucho tinta,8,49786.71,mercadopago
V-3663,2026-04-11,Restaurante El Puerto,Resma A4,14,12961.11,tarjeta
V-3664,2026-04-11,Escuela Sarmiento,Hosting mensual,1,11553.87,transferencia
V-3665,2026-04-11,Martin Castro,Teclado mecanico,4,137598.04,transferencia
V-3666,2026-04-11,Pedro Sanchez,Detergente 5L,10,45240.66,transferencia
V-3667,2026-04-11,Inmobiliaria Sol,Harina x25kg,3,9042.33,transferencia
V-3668,2026-04-11,Bar La Esquina,Golosinas surtidas,71,10389.55,transferencia
V-3669,2026-04-11,Imprenta Rapida,Golosinas surtidas,54,8118.93,tarjeta
V-3670,2026-04-11,Optica Vision,Notebook Lenovo,2,1192911.34,efectivo
V-3671,2026-04-11,Juan Perez,Mouse inalambrico,1,9902.98,tarjeta
V-3672,2026-04-12,Clinica Belgrano,Notebook Lenovo,2,1167563.30,tarjeta
V-3673,2026-04-12,Gimnasio Fuerza,Licencia software anual,5,595202.84,efectivo
V-3674,2026-04-12,Marta Gomez,Servicio de consultoria,1,17115.34,transferencia
V-3675,2026-04-12,Farmacia San Martin,Notebook Lenovo,1,665291.16,efectivo
V-3676,2026-04-12,Comercial Andrade,Toner HP,5,43863.40,transferencia
V-3677,2026-04-12,Libreria Central,Cable HDMI,5,19117.53,tarjeta
V-3678,2026-04-12,Taller Mecanico Lopez,Silla ergonomica,4,408914.50,tarjeta
V-3679,2026-04-12,Kiosco El Sol,Mouse inalambrico,4,39422.04,tarjeta
V-3680,2026-04-12,Panaderia Ortiz,Cafe en grano,4,8276.80,efectivo
V-3681,2026-04-13,Inmobiliaria Sol,Licencia software anual,3,376271.25,tarjeta
V-3682,2026-04-13,Optica Vision,Detergente 5L,11,45346.60,transferencia
V-3683,2026-04-13,Distribuidora Sur,Carpeta A4,31,39108.21,tarjeta
V-3684,2026-04-13,Ana Martinez,Cable HDMI,14,49277.55,transferencia
V-3685,2026-04-13,Juan Perez,Disco SSD 1TB,3,206197.57,efectivo
V-3686,2026-04-13,Hotel Plaza,Cuaderno,29,12153.91,efectivo
V-3687,2026-04-13,Supermercado Don Pepe,Pendrive 64GB,2,15934.40,efectivo
V-3688,2026-04-13,Libreria Central,Armazon,3,46904.26,transferencia
V-3689,2026-04-13,Escuela Sarmiento,Pendrive 64GB,1,8786.73,tarjeta
V-3690,2026-04-13,Peluqueria Glamour,Teclado mecanico,3,122278.32,tarjeta
V-3691,2026-04-13,Garcia SA,Capacitacion,3,180187.79,efectivo
V-3692,2026-04-13,Valentina Diaz,Cable HDMI,2,6815.72,efectivo
V-3693,2026-04-13,Consultora Delta,Lapiceras x12,7,17910.20,transferencia
V-3694,2026-04-13,Marta Gomez,Golosinas surtidas,79,12110.93,efectivo
V-3695,2026-04-13,Marta Gomez,Harina x25kg,2,5939.22,cheque
V-3696,2026-04-13,Ana Martinez,Cuaderno,20,8468.35,transferencia
V-3697,2026-04-13,Inmobiliaria Sol,Disco SSD 1TB,3,211244.80,transferencia
V-3698,2026-04-13,Supermercado Don Pepe,Harina x25kg,3,9104.18,efectivo
V-3699,2026-04-13,Martin Castro,Hosting mensual,1,11016.14,tarjeta
V-3700,2026-04-13,Martin Castro,Monitor 24'',1,181597.60,cheque
V-3701,2026-04-13,Carlos Rodriguez,Cafe en grano,11,20202.24,tarjeta
V-3702,2026-04-13,Supermercado Don Pepe,Golosinas surtidas,71,10956.78,transferencia
V-3703,2026-04-13,Ferreteria Nuñez,Teclado mecanico,1,39697.54,mercadopago
V-3704,2026-04-13,Imprenta Rapida,Licencia software anual,5,599599.97,cheque
V-3705,2026-04-14,Clinica Belgrano,Toner HP,4,35385.59,efectivo
V-3706,2026-04-14,Comercial Andrade,Cable HDMI,14,49239.85,transferencia
V-3707,2026-04-14,Garcia SA,Tornillos x100,18,3064.52,tarjeta
V-3708,2026-04-14,Distribuidora Sur,Harina x25kg,8,22875.59,efectivo
V-3709,2026-04-14,Pedro Sanchez,Lapiceras x12,2,4554.61,transferencia
V-3710,2026-04-14,Restaurante El Puerto,Agua mineral x6,49,88153.28,efectivo
V-3711,2026-04-14,Clinica Belgrano,Licencia software anual,1,131048.85,mercadopago
V-3712,2026-04-14,Constructora Norte,Carpeta A4,44,54702.08,tarjeta
